sex,race,age_group,county,crime_class,relinst,days_court,days_newsent,days_tech,days_other,release_year,release_month
Male,Black,25-29,Will,Public Order,Stateville,,,,,2025,2025-09-01
Male,White,45-54,Lee,Property,East Moline,,,,,2025,2025-08-01
Male,Black,30-34,Cook,Person,Sheridan,,,,,2025,2025-06-01
Male,Hispanic,35-44,Cook,Public Order,Danville,,,,,2024,2024-12-01
Male,White,30-34,Champaign,Person,Menard,,,,,2019,2019-11-01
Male,White,35-44,Winnebago,Public Order,Robinson,,,,,2019,2019-12-01
Male,Black,45-54,Cook,Public Order,Robinson,,,,,2020,2020-01-01
Male,Black,35-44,Cook,Public Order,Pinckneyville,,,,,2019,2019-09-01
Male,Black,30-34,Vermilion,Property,Shawnee,,,,,2020,2020-05-01
Female,White,35-44,Madison,Drug,Logan,,,,,2022,2022-07-01
Female,White,25-29,Madison,Person,Logan,,,,,2023,2023-03-01
Male,Bi-Racial,25-29,McLean,Drug,Danville,,,,,2023,2023-03-01
Male,Black,20-24,Winnebago,Person,Pinckneyville,,,,,2022,2022-07-01
Male,White,25-29,McDonough,Property,Graham,,,,,2023,2023-01-01
Female,Other,30-34,Cook,Person,Logan,,,,,2023,2023-05-01
Male,Black,30-34,Champaign,Drug,Lincoln,,,,,2022,2022-10-01
Male,Black,30-34,Cook,Drug,Southwestern Illinois,,,,,2022,2022-06-01
Female,Black,45-54,Cook,Drug,Logan,,,,,2020,2020-04-01
Male,White,35-44,Bond,Drug,Dixon,,,,,2019,2019-11-01
Male,Black,45-54,Stephenson,Drug,Vienna,,,,,2019,2019-04-01
Male,Black,30-34,Winnebago,Person,Pontiac,,,,,2019,2019-05-01
Male,Black,35-44,Cook,Property,Crossroads Male ATC,,,,,2019,2019-06-01
Male,Black,45-54,Cook,Drug,Stateville,394.0,,948.0,,2018,2018-02-01
Male,Black,25-29,Peoria,Person,Hill,1308.0,,254.0,,2018,2018-06-01
Male,Black,25-29,Cook,Person,Stateville,356.0,,,,2018,2018-03-01
Male,Black,20-24,Cook,Person,Graham,1287.0,,,,2018,2018-08-01
Male,Black,20-24,Cook,Public Order,Stateville,1828.0,,,,2018,2018-10-01
Male,Black,30-34,Cook,Person,Robinson,1642.0,,,,2018,2018-05-01
Male,Black,45-54,Will,Person,Dixon,,,56.0,,2018,2018-11-01
Male,Black,45-54,Cook,Property,Vienna,1964.0,291.0,,,2018,2018-08-01
Male,Hispanic,30-34,Cook,Drug,Centralia,1463.0,,,,2018,2018-04-01
Male,Black,65-74,Jefferson,Property,Graham,1719.0,,,,2018,2018-05-01
Male,Black,65-74,Cook,Property,Vienna,,,496.0,,2018,2018-01-01
Male,Black,18-19,McLean,Public Order,Vienna,2313.0,,,,2018,2018-09-01
Male,Black,20-24,Cook,Drug,Stateville,493.0,,286.0,,2018,2018-03-01
Male,Black,25-29,Champaign,Person,Stateville,1716.0,,161.0,,2019,2019-02-01
Male,Black,45-54,Champaign,Person,Sheridan,,,549.0,,2019,2019-03-01
Male,White,25-29,Cook,Property,Shawnee,1285.0,,,,2019,2019-04-01
Male,Black,20-24,Cook,Public Order,Vienna,1439.0,,122.0,,2019,2019-05-01
Male,Black,45-54,Cook,Drug,Stateville,1056.0,,296.0,,2018,2018-07-01
Male,White,25-29,Jackson,Property,Menard,,,527.0,,2018,2018-07-01
Male,Black,25-29,Cook,Drug,Pinckneyville,1819.0,,,,2018,2018-03-01
Male,White,35-44,Cook,Property,Lincoln,1126.0,,483.0,,2018,2018-09-01
Male,Black,30-34,Cook,Public Order,Illinois River,1663.0,,640.0,,2018,2018-12-01
Male,Black,20-24,LaSalle,Person,Illinois River,552.0,1048.0,,,2018,2018-04-01
Male,Black,20-24,Cook,Person,Western Illinois,,,287.0,,2018,2018-03-01
Male,Black,35-44,Cook,Public Order,Danville,1064.0,,,,2018,2018-11-01
Male,White,25-29,Schuyler,Person,Pinckneyville,1913.0,,246.0,,2018,2018-03-01
Male,White,25-29,Fayette,Drug,Graham,,,85.0,,2018,2018-05-01
Male,Black,20-24,Cook,Drug,Pinckneyville,1496.0,,,,2018,2018-01-01
Male,Black,20-24,Vermilion,Person,Illinois River,1541.0,,43.0,,2018,2018-12-01
Male,Black,55-64,Stephenson,Public Order,Pontiac,,111.0,,,2018,2018-01-01
Male,White,25-29,Fayette,Property,East Moline,402.0,,,,2018,2018-09-01
Male,White,25-29,Cook,Property,Shawnee,,,22.0,,2024,2024-11-01
Female,American Indian,25-29,Perry,Drug,Logan,,,15.0,,2018,2018-12-01
Male,Black,20-24,Will,Public Order,Jacksonville,,,449.0,,2018,2018-12-01
Male,White,30-34,Tazewell,Person,Shawnee,479.0,,,,2019,2019-01-01
Male,Black,35-44,Cook,Drug,Stateville,,,172.0,,2019,2019-06-01
Male,Black,35-44,Lake,Person,Stateville,,,224.0,,2019,2019-04-01
Male,Black,25-29,Lake,Public Order,Stateville,1076.0,,,,2018,2018-08-01
Male,Black,20-24,Lake,Drug,East Moline,698.0,,,,2018,2018-08-01
Male,Black,20-24,Lake,Public Order,Vandalia,,,378.0,,2018,2018-10-01
Male,Black,45-54,Cook,Person,Lincoln,,,,,2018,2018-07-01
Male,Black,35-44,Lake,Drug,Vienna,,,,,2018,2018-08-01
Male,Black,55-64,Cook,Drug,Stateville,,,,,2018,2018-03-01
Male,Black,35-44,McLean,Person,East Moline,,,,,2018,2018-07-01
Male,White,35-44,DuPage,Drug,Sheridan,,,,,2018,2018-10-01
Male,White,25-29,Tazewell,Person,Danville,,,,,2018,2018-05-01
Male,Black,20-24,Cook,Property,Stateville,,,,,2018,2018-09-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2018,2018-07-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2018,2018-04-01
Male,Black,35-44,Iroquois,Drug,Sheridan,,,,,2018,2018-01-01
Male,Black,25-29,Cook,Drug,Stateville,,,,,2018,2018-07-01
Male,Black,45-54,Sangamon,Property,Pinckneyville,,,,,2018,2018-08-01
Male,White,35-44,Cook,Property,Taylorville,,,,,2018,2018-06-01
Male,Hispanic,45-54,Kane,Person,Western Illinois,,,,,2018,2018-01-01
Male,White,45-54,Grundy,Public Order,Sheridan,,,,,2018,2018-01-01
Male,White,25-29,Cook,Person,Jacksonville,,,,,2018,2018-03-01
Male,White,35-44,Whiteside,Public Order,Pinckneyville,,,,,2018,2018-11-01
Male,White,20-24,Adams,Drug,Vandalia,,,,,2018,2018-10-01
Female,American Indian,45-54,Lake,Drug,Decatur,,,,,2019,2019-08-01
Male,White,45-54,Kankakee,Person,Jacksonville,,,,,2020,2020-01-01
Male,White,45-54,Woodford,Person,Western Illinois,,,,,2019,2019-01-01
Male,Black,45-54,Cook,Person,Graham,,,,,2019,2019-11-01
Male,White,45-54,Cook,Public Order,Stateville,,,,,2019,2019-07-01
Male,Black,25-29,Winnebago,Person,Centralia,,,,,2019,2019-03-01
Male,Black,25-29,Cook,Drug,Vandalia,,,,,2019,2019-02-01
Male,White,20-24,Mercer,Drug,Stateville,,,,,2019,2019-05-01
Male,White,30-34,Franklin,Drug,Menard,,,,,2019,2019-05-01
Male,Black,55-64,Cook,Person,Centralia,,,,,2018,2018-07-01
Male,Black,45-54,Cook,Public Order,Pinckneyville,,,,,2018,2018-03-01
Male,Black,25-29,Cook,Property,Shawnee,,,,,2018,2018-10-01
Male,Black,35-44,Cook,Public Order,Vandalia,,,,,2018,2018-05-01
Male,Black,35-44,Cook,Property,Sheridan,,,,,2018,2018-11-01
Male,White,20-24,Will,Property,Western Illinois,,,,,2018,2018-04-01
Male,Black,55-64,Madison,Person,Graham,,,,,2018,2018-07-01
Male,Black,35-44,Will,Drug,Jacksonville,,,,,2018,2018-06-01
Male,White,30-34,LaSalle,Property,Stateville,,,,,2018,2018-03-01
Male,Hispanic,30-34,Cook,Public Order,Sheridan,,,,,2018,2018-10-01
Female,White,45-54,Champaign,Drug,Logan,,,,,2018,2018-01-01
Female,Black,55-64,DuPage,Drug,Logan,,,,,2018,2018-12-01
Male,Hispanic,25-29,Cook,Property,Stateville,,,,,2018,2018-03-01
Male,White,30-34,Cook,Property,Crossroads Male ATC,,,,,2018,2018-12-01
Female,White,25-29,Adams,Drug,Logan,,,,,2018,2018-07-01
Male,Black,25-29,Will,Public Order,Pinckneyville,,,,,2018,2018-03-01
Male,Black,20-24,Kane,Property,Vienna,,,,,2018,2018-02-01
Female,White,30-34,Coles,Public Order,Decatur,,,,,2018,2018-07-01
Male,Hispanic,35-44,Cook,Person,Pontiac,,,,,2018,2018-09-01
Male,Black,20-24,DuPage,Public Order,Western Illinois,414.0,,,,2024,2024-04-01
Male,White,25-29,Woodford,Person,Graham,,,168.0,,2024,2024-02-01
Male,Hispanic,20-24,Logan,Public Order,Taylorville,,,162.0,,2024,2024-02-01
Male,Black,20-24,Winnebago,Person,Menard,595.0,,,,2023,2023-09-01
Female,White,45-54,Tazewell,Property,Logan,557.0,,,,2023,2023-10-01
Male,Black,35-44,Cook,Person,Big Muddy River,,,174.0,,2020,2020-05-01
Male,Black,25-29,Kane,Person,Shawnee,1197.0,,,,2019,2019-03-01
Male,Hispanic,30-34,Cook,Person,Pontiac,916.0,,,,2019,2019-02-01
Male,White,18-19,Monroe,Property,Illinois River,1358.0,,,,2019,2019-01-01
Male,Black,20-24,Will,Person,Vandalia,628.0,,,,2019,2019-06-01
Male,Black,25-29,Williamson,Drug,Big Muddy River,,,359.0,,2018,2018-07-01
Male,White,30-34,Randolph,Drug,Danville,472.0,,,,2018,2018-12-01
Male,Black,35-44,Cook,Property,Robinson,,,347.0,,2018,2018-04-01
Male,Black,25-29,Cook,Person,Stateville,676.0,,166.0,,2018,2018-03-01
Male,Hispanic,35-44,Cook,Drug,Pinckneyville,,,11.0,,2018,2018-05-01
Male,Black,20-24,Peoria,Public Order,Western Illinois,,,218.0,,2023,2023-08-01
Male,Black,20-24,Cook,Public Order,Stateville,,,453.0,,2023,2023-09-01
Male,Black,25-29,Kankakee,Property,Sheridan,,476.0,,,2020,2020-04-01
Male,Black,25-29,Cook,Person,Stateville,920.0,,,,2019,2019-01-01
Male,Black,45-54,St. Clair,Property,Menard,2176.0,,,,2018,2018-08-01
Male,White,30-34,Madison,Person,Vandalia,1851.0,,197.0,,2018,2018-07-01
Male,White,35-44,Lake,Public Order,Shawnee,270.0,,455.0,,2019,2019-12-01
Male,Black,20-24,Cook,Person,Stateville,53.0,,,,2019,2019-08-01
Male,White,20-24,Vermilion,Property,Centralia,,,,,2024,2024-09-01
Male,Black,25-29,McLean,Public Order,Vandalia,,,,,2024,2024-11-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2024,2024-09-01
Male,Black,65-74,Cook,Drug,Stateville,,,,,2024,2024-12-01
Male,Hispanic,25-29,Kendall,Public Order,Jacksonville,,,,,2024,2024-02-01
Male,White,30-34,Rock Island,Drug,Kewanee Reentry Center,,,,,2024,2024-01-01
Male,Black,25-29,Cook,Public Order,Jacksonville,,,,,2024,2024-03-01
Male,Hispanic,35-44,Cook,Person,Lincoln,,,,,2024,2024-03-01
Male,Hispanic,65-74,Whiteside,Drug,Jacksonville,,,,,2024,2024-04-01
Male,Black,45-54,Cook,Person,Centralia,,,,,2023,2023-08-01
Male,Black,35-44,Cook,Person,Pinckneyville,,,,,2023,2023-12-01
Male,White,35-44,Madison,Drug,Jacksonville,,,,,2023,2023-11-01
Male,White,25-29,Tazewell,Public Order,Vandalia,,,,,2023,2023-07-01
Male,Black,30-34,Rock Island,Person,Dixon,,,,,2023,2023-10-01
Male,Black,25-29,Cook,Public Order,Other,,,,,2023,2023-12-01
Male,White,35-44,McLean,Person,Stateville,,,,,2023,2023-01-01
Male,Black,25-29,DuPage,Person,Western Illinois,,,,,2020,2020-05-01
Male,Black,20-24,Peoria,Public Order,Stateville,,,,,2019,2019-08-01
Male,Black,45-54,Cook,Drug,Danville,,,,,2019,2019-01-01
Male,Black,35-44,Cook,Person,Vienna,,,,,2019,2019-08-01
Male,White,35-44,White,Drug,Peoria ATC,,,,,2019,2019-12-01
Male,Black,45-54,Cook,Public Order,Pinckneyville,,,,,2019,2019-11-01
Male,Black,20-24,Kankakee,Person,Shawnee,,,,,2019,2019-06-01
Male,Black,25-29,Winnebago,Person,Robinson,,,,,2019,2019-02-01
Male,Black,25-29,St. Clair,Person,Menard,,,,,2018,2018-06-01
Male,White,30-34,Jackson,Property,Jacksonville,,,,,2018,2018-01-01
Male,White,35-44,DuPage,Drug,East Moline,,,,,2018,2018-06-01
Male,White,55-64,Union,Public Order,Big Muddy River,,,,,2018,2018-01-01
Male,Black,55-64,Cook,Person,Dixon,,,,,2018,2018-07-01
Male,Hispanic,45-54,Will,Person,Pontiac,,,,,2018,2018-07-01
Male,White,30-34,Pike,Public Order,Danville,,,,,2018,2018-11-01
Male,Black,25-29,DuPage,Property,Pinckneyville,,,,,2018,2018-05-01
Female,White,30-34,Fayette,Drug,Fox Valley ATC,,,,,2018,2018-02-01
Male,White,25-29,Will,Public Order,Big Muddy River,,,,,2018,2018-10-01
Male,Black,25-29,Rock Island,Person,Dixon,,,,,2018,2018-12-01
Male,Hispanic,25-29,Cook,Public Order,Stateville,,,,,2018,2018-03-01
Male,Black,25-29,Cook,Drug,Stateville,,,,,2018,2018-11-01
Male,Black,35-44,Will,Drug,Jacksonville,,,,,2023,2023-05-01
Male,Black,35-44,Sangamon,Property,Shawnee,1148.0,,435.0,,2022,2022-09-01
Male,Black,55-64,Cook,Person,Stateville,938.0,,,,2022,2022-12-01
Male,Black,45-54,Cook,Public Order,Vandalia,,,332.0,,2022,2022-09-01
Male,White,45-54,Whiteside,Drug,Robinson,,,440.0,,2022,2022-04-01
Male,Black,25-29,DuPage,Person,Hill,,,700.0,,2022,2022-03-01
Male,Black,45-54,DuPage,Public Order,Hill,16.0,,344.0,,2022,2022-01-01
Male,Black,20-24,Winnebago,Person,Illinois River,,792.0,228.0,,2022,2022-06-01
Male,Black,25-29,Winnebago,Drug,Hill,573.0,,,,2022,2022-04-01
Male,Black,35-44,Cook,Drug,Illinois River,435.0,,1105.0,,2021,2021-02-01
Male,Black,35-44,Kane,Person,Western Illinois,1284.0,,714.0,,2021,2021-03-01
Male,White,30-34,Peoria,Drug,Joliet Treatment Center,,,525.0,,2021,2021-03-01
Male,Black,25-29,Cook,Person,Stateville,,,104.0,,2021,2021-04-01
Male,White,55-64,Randolph,Drug,Western Illinois,620.0,,,,2020,2020-10-01
Male,White,30-34,Logan,Property,Pinckneyville,343.0,,721.0,,2020,2020-12-01
Male,Black,35-44,Cook,Public Order,Stateville,,,42.0,,2025,2025-05-01
Male,White,35-44,Jackson,Person,Lawrence,680.0,,196.0,,2023,2023-04-01
Male,White,30-34,Williamson,Public Order,Shawnee,371.0,,775.0,,2022,2022-05-01
Male,Hispanic,55-64,Cook,Property,Dixon,803.0,,1391.0,,2021,2021-07-01
Male,Black,20-24,Winnebago,Public Order,Vandalia,,,488.0,,2021,2021-11-01
Female,Hispanic,35-44,Randolph,Drug,Logan,,,,,2022,2022-08-01
Male,Hispanic,55-64,Cook,Person,Big Muddy River,,,,,2023,2023-04-01
Male,White,25-29,Lake,Property,Stateville,,,,,2023,2023-06-01
Female,White,35-44,Rock Island,Drug,Fox Valley ATC,,,,,2023,2023-05-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2023,2023-03-01
Male,White,35-44,Logan,Person,Parole Districts,,,,,2022,2022-12-01
Male,Black,30-34,Cook,Public Order,Pinckneyville,,,,,2022,2022-11-01
Male,Black,25-29,Cook,Public Order,Hill,,,,,2022,2022-08-01
Male,Black,55-64,Cook,Drug,Pinckneyville,,,,,2022,2022-10-01
Female,Black,55-64,Will,Person,Logan,,,,,2022,2022-04-01
Female,White,45-54,Greene,Drug,Decatur,,,,,2022,2022-01-01
Male,Black,35-44,Vermilion,Public Order,Lincoln,,,,,2021,2021-07-01
Male,Hispanic,45-54,Cook,Person,Shawnee,,,,,2021,2021-09-01
Female,White,25-29,Scott,Property,Decatur,,,,,2021,2021-11-01
Male,Hispanic,35-44,Cook,Drug,Stateville,,,,,2021,2021-10-01
Male,Hispanic,35-44,Lake,Person,Robinson,,,,,2021,2021-02-01
Male,Black,35-44,Cook,Drug,East Moline,,,,,2021,2021-03-01
Male,White,30-34,Peoria,Person,Robinson,,,,,2021,2021-05-01
Male,White,45-54,LaSalle,Person,Pinckneyville,,,,,2021,2021-05-01
Male,Hispanic,45-54,Cook,Property,Sheridan,,,,,2021,2021-02-01
Male,Hispanic,30-34,Kane,Drug,Crossroads Male ATC,,,,,2021,2021-02-01
Male,Black,55-64,St. Clair,Person,Graham,,,,,2020,2020-12-01
Male,Black,45-54,Cook,Public Order,Western Illinois,,,,,2020,2020-03-01
Male,Black,35-44,Cook,Person,Danville,,,,,2025,2025-11-01
Male,Black,35-44,Cook,Public Order,Vandalia,,,,,2025,2025-10-01
Male,Black,45-54,Cook,Property,Stateville,,,,,2025,2025-10-01
Male,Black,35-44,Cook,Public Order,Illinois River,,,,,2025,2025-03-01
Male,White,35-44,Winnebago,Public Order,East Moline,,,,,2025,2025-06-01
Male,Black,35-44,Macon,Public Order,Dixon,,,,,2025,2025-01-01
Female,White,35-44,Logan,Person,Logan,,,,,2025,2025-12-01
Male,Black,30-34,Winnebago,Public Order,Sheridan,,,,,2025,2025-12-01
Male,Black,20-24,Winnebago,Public Order,Illinois River,,,,,2025,2025-09-01
Male,Black,20-24,Cook,Public Order,Other,,,,,2025,2025-11-01
Male,Black,25-29,Cook,Person,Lawrence,,,326.0,,2024,2024-08-01
Male,Black,55-64,Cook,Person,Pinckneyville,2302.0,,,,2019,2019-06-01
Male,Black,25-29,Cook,Public Order,Pinckneyville,2134.0,,,,2019,2019-05-01
Male,Black,20-24,Lake,Drug,Lawrence,549.0,,,,2019,2019-01-01
Male,White,20-24,Vermilion,Property,Pontiac,647.0,,75.0,,2019,2019-05-01
Male,White,35-44,Ogle,Property,Western Illinois,822.0,,,,2019,2019-04-01
Male,White,25-29,Christian,Public Order,Lincoln,,,574.0,,2019,2019-06-01
Male,Hispanic,45-54,Cook,Public Order,Robinson,1904.0,,,,2018,2018-11-01
Male,Black,35-44,Cook,Person,Jacksonville,,,82.0,,2018,2018-06-01
Male,Black,35-44,Cook,Drug,Stateville,46.0,,346.0,,2018,2018-10-01
Male,Hispanic,20-24,Lake,Person,Lawrence,717.0,,1501.0,,2018,2018-06-01
Male,Black,30-34,Cook,Public Order,East Moline,2093.0,,,,2018,2018-09-01
Male,Black,45-54,Cook,Property,Stateville,,,157.0,,2018,2018-09-01
Male,Hispanic,35-44,Cook,Property,Hill,1933.0,,214.0,,2018,2018-05-01
Male,Black,30-34,Winnebago,Person,Stateville,959.0,,,,2018,2018-08-01
Male,Black,30-34,Kane,Person,Stateville,,48.0,,,2018,2018-06-01
Male,Black,25-29,Bond,Drug,Sheridan,1158.0,,,,2018,2018-07-01
Male,Black,20-24,Cook,Public Order,Stateville,48.0,,504.0,,2018,2018-04-01
Male,Black,20-24,Cook,Property,Pinckneyville,1491.0,,,,2018,2018-02-01
Male,White,30-34,Cook,Drug,East Moline,1571.0,,734.0,,2018,2018-01-01
Male,Black,25-29,Will,Drug,Southwestern Illinois,,,105.0,,2018,2018-02-01
Female,White,25-29,Sangamon,Property,Logan,1239.0,,,,2018,2018-01-01
Male,White,35-44,Logan,Person,Stateville,1309.0,,281.0,,2021,2021-05-01
Male,Black,30-34,Cook,Public Order,Stateville,211.0,,769.0,,2021,2021-02-01
Male,Black,35-44,Stephenson,Person,Stateville,,,221.0,,2019,2019-10-01
Male,White,20-24,Kendall,Drug,Danville,2208.0,,2420.0,,2019,2019-05-01
Male,Hispanic,30-34,Kane,Person,Centralia,,,573.0,,2018,2018-06-01
Male,Hispanic,35-44,Cook,Property,Stateville,2277.0,161.0,,,2018,2018-09-01
Female,White,30-34,Williamson,Drug,Logan,,,147.0,,2018,2018-08-01
Male,Black,55-64,Sangamon,Property,Illinois River,,,193.0,,2021,2021-11-01
Male,Hispanic,20-24,Kane,Person,Sheridan,612.0,,169.0,,2021,2021-12-01
Male,White,35-44,Sangamon,Person,Taylorville,,,932.0,,2021,2021-12-01
Male,Hispanic,20-24,DuPage,Public Order,Danville,,,289.0,,2021,2021-12-01
Male,Black,35-44,Cook,Public Order,Lincoln,,,251.0,,2021,2021-03-01
Male,Black,35-44,Perry,Drug,Pinckneyville,601.0,,718.0,,2021,2021-08-01
Male,Black,35-44,Winnebago,Drug,Sheridan,778.0,,,,2021,2021-07-01
Male,White,35-44,Logan,Drug,Danville,607.0,,,,2021,2021-04-01
Male,Black,35-44,Cook,Drug,Centralia,,,,,2024,2024-09-01
Male,Black,35-44,Winnebago,Public Order,Jacksonville,,,,,2024,2024-11-01
Male,Black,55-64,Macon,Person,Southwestern Illinois,,,,,2024,2024-10-01
Male,Hispanic,35-44,Cook,Person,Peoria ATC,,,,,2024,2024-11-01
Male,Hispanic,35-44,Cook,Person,Stateville,,,,,2024,2024-12-01
Male,White,25-29,Cook,Person,Western Illinois,,,,,2024,2024-12-01
Male,Hispanic,30-34,Kane,Person,Illinois River,,,,,2024,2024-10-01
Male,White,55-64,Winnebago,Property,Vandalia,,,,,2020,2020-03-01
Male,Black,45-54,Cook,Public Order,Jacksonville,,,,,2019,2019-03-01
Male,White,45-54,Winnebago,Person,Lawrence,,,,,2019,2019-01-01
Male,Hispanic,35-44,Cook,Person,Pontiac,,,,,2019,2019-01-01
Male,White,25-29,Cook,Drug,Danville,,,,,2019,2019-02-01
Male,Black,45-54,Cook,Person,Shawnee,,,,,2019,2019-03-01
Male,Black,25-29,Cook,Drug,Jacksonville,,,,,2019,2019-04-01
Male,Hispanic,20-24,DuPage,Person,Pontiac,,,,,2019,2019-03-01
Male,Black,45-54,Cook,Drug,Vienna,,,,,2018,2018-12-01
Male,White,30-34,McLean,Drug,Peoria ATC,,,,,2018,2018-01-01
Male,Black,30-34,Cook,Public Order,Robinson,,,,,2018,2018-03-01
Male,Black,25-29,Cook,Person,Stateville,,,,,2018,2018-04-01
Male,White,20-24,Rock Island,Property,Danville,,,,,2018,2018-10-01
Male,Black,25-29,Cook,Public Order,Shawnee,,,,,2018,2018-02-01
Female,White,20-24,Will,Property,Decatur,,,,,2018,2018-09-01
Female,Black,30-34,Cook,Public Order,Logan,,,,,2018,2018-05-01
Male,White,35-44,Rock Island,Drug,Vandalia,,,,,2018,2018-11-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2022,2022-01-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2021,2021-10-01
Male,White,20-24,Tazewell,Property,Pontiac,,,,,2021,2021-11-01
Male,White,35-44,Rock Island,Person,Stateville,,,,,2021,2021-09-01
Female,White,35-44,Kankakee,Drug,Decatur,,,,,2021,2021-09-01
Male,Black,18-19,Cook,Public Order,Stateville,,,,,2021,2021-08-01
Male,Black,35-44,Cook,Person,Sheridan,,,,,2021,2021-03-01
Male,Black,25-29,Cook,Person,Jacksonville,,,,,2021,2021-05-01
Male,Black,45-54,Cook,Public Order,Stateville,,,,,2021,2021-04-01
Male,Black,25-29,Macon,Drug,Robinson,678.0,,275.0,,2020,2020-09-01
Female,Black,30-34,Cook,Person,Logan,,,127.0,,2025,2025-04-01
Male,Black,35-44,Cook,Person,Robinson,,,186.0,,2024,2024-09-01
Male,Black,30-34,Macon,Drug,Sheridan,,,476.0,,2023,2023-03-01
Male,Black,20-24,Winnebago,Person,Stateville,658.0,,,,2022,2022-11-01
Male,White,20-24,Cass,Drug,Graham,,,929.0,,2022,2022-09-01
Male,Black,25-29,Cook,Public Order,Robinson,249.0,,552.0,,2023,2023-02-01
Male,Black,35-44,Cook,Person,Kewanee Reentry Center,1046.0,,,,2022,2022-12-01
Male,White,30-34,Cook,Property,Danville,398.0,,265.0,,2022,2022-01-01
Male,Black,55-64,Peoria,Person,Robinson,,694.0,,,2022,2022-04-01
Male,Hispanic,30-34,Cook,Drug,Stateville,751.0,,238.0,,2022,2022-07-01
Male,White,25-29,Will,Person,Shawnee,,,144.0,,2020,2020-04-01
Male,Black,45-54,Jefferson,Property,Sheridan,,435.0,,,2024,2024-07-01
Male,White,35-44,Woodford,Public Order,Shawnee,1183.0,,,,2022,2022-08-01
Male,White,35-44,Boone,Property,Illinois River,,,57.0,,2023,2023-04-01
Male,Black,20-24,Cook,Public Order,Lincoln,710.0,,162.0,,2022,2022-12-01
Male,Black,25-29,Cook,Property,Other,6.0,,111.0,,2022,2022-12-01
Female,White,55-64,Winnebago,Drug,Decatur,,,211.0,,2022,2022-01-01
Male,White,30-34,Woodford,Person,Lincoln,,308.0,26.0,,2022,2022-06-01
Male,White,30-34,McHenry,Person,Illinois River,,843.0,1266.0,,2022,2022-01-01
Male,White,30-34,Woodford,Property,Shawnee,513.0,,,,2022,2022-06-01
Male,Black,35-44,Cook,Property,Centralia,,,456.0,,2023,2023-01-01
Male,Hispanic,20-24,Cook,Property,Stateville,616.0,,,,2023,2023-06-01
Male,Black,45-54,Cook,Drug,Stateville,,,,,2020,2020-12-01
Male,White,55-64,Madison,Property,Robinson,,,,,2020,2020-11-01
Male,Black,55-64,Cook,Public Order,Pinckneyville,,,,,2020,2020-09-01
Male,White,45-54,Will,Person,Vienna,,,,,2020,2020-12-01
Male,Black,30-34,Will,Drug,Lincoln,,,,,2020,2020-10-01
Male,White,35-44,Will,Drug,Stateville,,,,,2020,2020-09-01
Male,White,45-54,Kane,Public Order,Crossroads Male ATC,,,,,2020,2020-06-01
Male,Black,35-44,Cook,Property,Vienna,,,,,2020,2020-01-01
Male,Hispanic,30-34,Will,Person,Stateville,,,,,2025,2025-03-01
Male,Black,30-34,Cook,Person,Shawnee,,,,,2025,2025-11-01
Male,Black,55-64,Cook,Person,Western Illinois,,,,,2025,2025-10-01
Male,Black,35-44,Cook,Property,Stateville,,,,,2025,2025-12-01
Male,Black,25-29,Cook,Person,Danville,,,,,2025,2025-02-01
Male,Black,20-24,Kane,Public Order,Stateville,,,,,2025,2025-05-01
Male,White,25-29,Williamson,Property,Menard,,,,,2025,2025-08-01
Male,Black,20-24,McDonough,Public Order,Lincoln,,,,,2025,2025-04-01
Male,Hispanic,30-34,Lake,Person,Lincoln,,,,,2025,2025-06-01
Female,Black,35-44,McLean,Public Order,Decatur,,,,,2025,2025-08-01
Male,Hispanic,20-24,Cook,Public Order,Lincoln,,,,,2025,2025-10-01
Male,Hispanic,30-34,Cook,Public Order,Danville,,,,,2024,2024-07-01
Male,Hispanic,30-34,Cook,Person,Sheridan,,,,,2024,2024-07-01
Male,Black,30-34,Peoria,Person,Stateville,,,,,2024,2024-09-01
Male,Black,20-24,Cook,Person,Danville,,,,,2024,2024-08-01
Male,White,55-64,Logan,Public Order,Taylorville,,,,,2024,2024-11-01
Male,White,35-44,Vermilion,Public Order,Taylorville,,,,,2022,2022-12-01
Male,Black,35-44,Cook,Person,Other,,,,,2022,2022-12-01
Male,Black,35-44,Cook,Public Order,Big Muddy River,,,,,2023,2023-06-01
Male,Hispanic,55-64,De Witt,Public Order,Graham,,,,,2023,2023-06-01
Male,White,45-54,Bureau,Public Order,Vienna,,,,,2023,2023-01-01
Male,Black,30-34,Champaign,Drug,Lincoln,,,,,2023,2023-04-01
Female,Black,25-29,Cook,Public Order,Logan,,,,,2022,2022-09-01
Male,Hispanic,20-24,Cook,Person,Stateville,,,,,2022,2022-10-01
Male,White,55-64,Woodford,Drug,Jacksonville,,,,,2022,2022-03-01
Male,White,35-44,Coles,Person,Graham,,,,,2022,2022-01-01
Male,Black,35-44,Champaign,Public Order,Stateville,,,,,2022,2022-07-01
Male,Hispanic,25-29,Cook,Public Order,Stateville,,,,,2022,2022-10-01
Male,Hispanic,55-64,Cook,Drug,Other,,,,,2022,2022-05-01
