sex,race,age_group,county,crime_class,relinst,days_court,days_newsent,days_tech,days_other,release_year,release_month
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2025,2025-11-01
Male,White,45-54,Winnebago,Property,Centralia,,,,,2024,2024-10-01
Male,Black,55-64,Cook,Person,Stateville,,,,,2024,2024-11-01
Male,Black,55-64,Randolph,Drug,Vienna,,,,,2024,2024-07-01
Female,Hispanic,35-44,Whiteside,Person,Logan,,,,,2024,2024-08-01
Male,White,30-34,Cook,Public Order,Big Muddy River,,,,,2024,2024-08-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2024,2024-07-01
Male,Black,25-29,Cook,Person,Shawnee,,,,,2024,2024-07-01
Male,Black,25-29,Cook,Person,Stateville,,,,,2024,2024-11-01
Male,White,45-54,Clay,Person,Vienna,,,,,2024,2024-08-01
Female,White,30-34,Edgar,Property,Fox Valley ATC,,,,,2024,2024-07-01
Male,White,35-44,Clay,Person,Vienna,,,,,2024,2024-08-01
Female,White,45-54,Tazewell,Property,Decatur,,,,,2024,2024-09-01
Male,Hispanic,20-24,Lake,Public Order,Lincoln,,,,,2024,2024-09-01
Male,Black,30-34,Kendall,Public Order,Taylorville,,,,,2024,2024-11-01
Male,Black,20-24,Cook,Public Order,Lincoln,,,,,2024,2024-11-01
Female,Black,30-34,Kane,Drug,Decatur,,,,,2024,2024-12-01
Male,White,20-24,Cook,Property,Centralia,,,,,2022,2022-10-01
Male,Black,35-44,St. Clair,Public Order,Pinckneyville,,,,,2022,2022-11-01
Female,White,25-29,Union,Drug,Logan,,,,,2023,2023-04-01
Male,Other,25-29,Cook,Public Order,Other,,,,,2022,2022-11-01
Male,Black,35-44,Cook,Drug,Stateville,,,,,2023,2023-01-01
Male,Black,35-44,Perry,Person,Shawnee,,,,,2022,2022-07-01
Male,Black,45-54,Cook,Property,Stateville,,,,,2022,2022-01-01
Male,Black,25-29,Cook,Property,Big Muddy River,,,,,2022,2022-02-01
Male,Black,25-29,Cook,Drug,Illinois River,,,,,2022,2022-10-01
Male,Black,20-24,Cook,Property,Big Muddy River,,,,,2022,2022-01-01
Male,Black,25-29,Cook,Person,Stateville,,,,,2022,2022-03-01
Male,Black,20-24,Cook,Person,Stateville,,,,,2022,2022-03-01
Male,White,30-34,DeKalb,Person,Vienna,,764.0,,,2021,2021-08-01
Male,Black,20-24,Cook,Public Order,Lawrence,777.0,,190.0,,2021,2021-02-01
Male,Black,25-29,Madison,Person,Dixon,,445.0,907.0,,2020,2020-11-01
Female,White,20-24,Madison,Person,Logan,,,676.0,,2020,2020-07-01
Male,White,55-64,Cook,Drug,Stateville,,,227.0,,2020,2020-03-01
Male,Black,30-34,DuPage,Public Order,Pinckneyville,20.0,,,,2024,2024-08-01
Male,Black,20-24,Peoria,Public Order,Pinckneyville,,,497.0,,2021,2021-10-01
Male,Black,25-29,Winnebago,Drug,Stateville,609.0,,,,2021,2021-10-01
Male,White,55-64,Madison,Person,Centralia,,,318.0,,2021,2021-10-01
Male,White,35-44,Cook,Public Order,Lawndale ATC,,,110.0,,2020,2020-06-01
Male,White,30-34,Henry,Person,Shawnee,,,135.0,,2020,2020-02-01
Male,Black,35-44,Cook,Property,Stateville,1090.0,,134.0,,2021,2021-07-01
Male,Black,30-34,Cook,Public Order,Pinckneyville,643.0,,,,2021,2021-11-01
Male,Black,30-34,Cook,Property,Illinois River,,,258.0,,2024,2024-09-01
Male,Black,45-54,Cook,Property,Other,,,97.0,,2025,2025-08-01
Male,Black,25-29,Cook,Public Order,Centralia,,,,,2021,2021-12-01
Male,White,30-34,McHenry,Person,Pontiac,,,,,2021,2021-11-01
Male,Black,65-74,Peoria,Property,Lawrence,,,,,2021,2021-09-01
Male,Black,35-44,DuPage,Person,Pinckneyville,,,,,2021,2021-12-01
Female,Black,25-29,Cook,Drug,Other,,,,,2021,2021-11-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2021,2021-11-01
Male,Black,25-29,Winnebago,Person,Stateville,,,,,2021,2021-07-01
Male,White,35-44,Lake,Drug,Shawnee,,,,,2021,2021-04-01
Female,Black,45-54,Peoria,Property,Logan,,,,,2020,2020-07-01
Male,Black,35-44,Kendall,Drug,Crossroads Male ATC,,,,,2020,2020-11-01
Male,White,35-44,Madison,Property,Jacksonville,,,,,2020,2020-07-01
Male,Other,20-24,Cook,Person,Other,,,,,2020,2020-07-01
Male,Black,55-64,Cook,Person,Lincoln,,,,,2020,2020-03-01
Male,White,35-44,Winnebago,Person,Vandalia,,,,,2020,2020-02-01
Male,White,25-29,Franklin,Drug,Illinois River,,,,,2020,2020-02-01
Male,Black,25-29,Kane,Person,Pinckneyville,,,,,2020,2020-03-01
Male,Black,20-24,Cook,Public Order,Shawnee,,,,,2020,2020-01-01
Male,Black,25-29,Cook,Public Order,Vandalia,,,,,2020,2020-04-01
Male,Black,18-19,Will,Public Order,Stateville,,,,,2020,2020-03-01
Male,Black,35-44,Cook,Public Order,Jacksonville,,,,,2019,2019-08-01
Male,Black,65-74,Stephenson,Person,Taylorville,,,,,2025,2025-10-01
Male,White,45-54,Montgomery,Drug,Jacksonville,,,,,2025,2025-08-01
Male,Black,35-44,Cook,Person,Stateville,,,,,2025,2025-10-01
Male,Black,45-54,Cook,Public Order,Hill,,,,,2025,2025-04-01
Male,White,35-44,Cook,Property,Centralia,,,,,2025,2025-04-01
Male,Hispanic,35-44,Lake,Drug,Big Muddy River,,,,,2025,2025-06-01
Male,White,35-44,Vermilion,Person,Graham,,,,,2025,2025-03-01
Male,Black,30-34,Sangamon,Person,Western Illinois,,,,,2025,2025-09-01
Male,Asian,25-29,DuPage,Drug,Sheridan,,,,,2025,2025-01-01
Male,White,45-54,Union,Person,Menard,,,,,2025,2025-09-01
Male,Hispanic,25-29,Kane,Public Order,East Moline,,,,,2025,2025-10-01
Male,Black,20-24,DuPage,Person,Danville,,,,,2025,2025-06-01
Male,Hispanic,45-54,Cook,Drug,Stateville,,,,,2025,2025-03-01
Male,Black,18-19,Cook,Property,Stateville,,,,,2025,2025-06-01
Male,Hispanic,35-44,Cook,Property,Robinson,,,,,2025,2025-10-01
Male,Black,35-44,Tazewell,Property,Big Muddy River,,,,,2024,2024-07-01
Male,Black,35-44,Cook,Public Order,Vienna,,,,,2024,2024-12-01
Male,Black,25-29,Macon,Person,Big Muddy River,,,,,2024,2024-12-01
Male,Hispanic,55-64,Lake,Person,Taylorville,,,,,2024,2024-09-01
Male,Hispanic,25-29,Will,Public Order,Lawrence,,,,,2021,2021-08-01
Male,Hispanic,35-44,Kane,Public Order,East Moline,,,,,2021,2021-09-01
Male,Black,20-24,Cook,Public Order,Big Muddy River,,,1155.0,,2021,2021-02-01
Male,Black,45-54,Cook,Person,Stateville,,,484.0,,2020,2020-12-01
Male,Hispanic,20-24,Cook,Public Order,Stateville,9.0,,,,2020,2020-09-01
Male,Black,30-34,Rock Island,Person,Robinson,1089.0,,,,2020,2020-05-01
Male,Black,25-29,Cook,Person,Lawrence,1148.0,,1029.0,,2019,2019-07-01
Male,Black,35-44,Cook,Drug,Dixon,,,74.0,,2025,2025-10-01
Male,White,20-24,Macoupin,Property,Vandalia,,,84.0,,2025,2025-06-01
Male,Black,25-29,Macon,Public Order,Southwestern Illinois,,,271.0,,2024,2024-03-01
Male,Black,30-34,Woodford,Person,Pinckneyville,,114.0,,,2024,2024-06-01
Male,Black,30-34,Cook,Public Order,Lawrence,1313.0,,,,2021,2021-01-01
Male,White,30-34,Tazewell,Person,Stateville,1232.0,,,,2021,2021-05-01
Male,Black,30-34,Kane,Person,Lawrence,460.0,,,,2021,2021-02-01
Male,Black,55-64,DuPage,Property,Robinson,71.0,,,,2025,2025-03-01
Female,White,35-44,Winnebago,Public Order,Decatur,465.0,,,,2024,2024-01-01
Male,White,30-34,Henry,Drug,Dixon,770.0,,1127.0,,2021,2021-01-01
Male,White,35-44,McLean,Property,Southwestern Illinois,,,128.0,,2024,2024-12-01
Male,White,25-29,Montgomery,Public Order,Graham,74.0,,,,2024,2024-12-01
Male,Bi-Racial,35-44,Cook,Public Order,Stateville,,,,,2021,2021-07-01
Male,Black,25-29,St. Clair,Person,Southwestern Illinois,,,,,2021,2021-06-01
Male,Black,35-44,Cook,Person,Lawrence,,,,,2021,2021-05-01
Male,White,45-54,DuPage,Person,Big Muddy River,,,,,2021,2021-09-01
Male,Hispanic,35-44,Cook,Person,Vienna,,,,,2021,2021-06-01
Male,Black,35-44,Winnebago,Drug,East Moline,,,,,2021,2021-04-01
Male,Hispanic,20-24,McHenry,Person,Centralia,,,,,2021,2021-06-01
Male,Hispanic,35-44,Cook,Drug,Illinois River,,,,,2021,2021-03-01
Male,White,55-64,Franklin,Public Order,Big Muddy River,,,,,2020,2020-09-01
Male,Black,35-44,Cook,Person,Robinson,,,,,2020,2020-08-01
Female,Black,45-54,Cook,Drug,Logan,,,,,2020,2020-02-01
Male,Black,20-24,Cook,Public Order,Illinois River,,,,,2020,2020-06-01
Male,Black,45-54,Kane,Property,Shawnee,,,,,2025,2025-01-01
Male,Black,45-54,Champaign,Person,Taylorville,,,,,2025,2025-05-01
Male,Hispanic,30-34,Kane,Person,Robinson,,,,,2025,2025-04-01
Male,Black,30-34,Cook,Property,Stateville,,,,,2025,2025-03-01
Male,Black,65-74,Cook,Drug,Other,,,,,2025,2025-07-01
Male,White,35-44,Woodford,Public Order,Graham,,,,,2025,2025-02-01
Male,Black,35-44,Fayette,Drug,Pinckneyville,,,,,2025,2025-10-01
Male,Black,30-34,Sangamon,Drug,Big Muddy River,,,,,2025,2025-02-01
Female,Black,25-29,Cook,Drug,Other,,,,,2025,2025-12-01
Male,White,30-34,Cook,Person,Danville,,,,,2025,2025-02-01
Male,Hispanic,20-24,LaSalle,Person,Western Illinois,,,,,2025,2025-04-01
Male,White,45-54,Franklin,Drug,Peoria ATC,,,,,2025,2025-12-01
Male,Black,20-24,Cook,Public Order,Lincoln,,,,,2025,2025-03-01
Male,Hispanic,20-24,Cook,Public Order,Lincoln,,,,,2025,2025-12-01
Male,Black,30-34,Will,Person,Stateville,,,,,2025,2025-09-01
Male,Black,55-64,Peoria,Person,Jacksonville,,,,,2024,2024-12-01
Male,White,35-44,Cook,Drug,Stateville,,,,,2024,2024-07-01
Male,Black,35-44,Cook,Property,Robinson,,,,,2024,2024-08-01
Male,Black,35-44,DuPage,Public Order,Dixon,,,,,2024,2024-09-01
Male,White,30-34,Jefferson,Public Order,Illinois River,,,,,2024,2024-09-01
Male,Hispanic,25-29,Kane,Drug,Illinois River,,,,,2024,2024-09-01
Male,Black,30-34,Will,Property,Vienna,,,,,2024,2024-07-01
Male,White,45-54,Henry,Public Order,Vandalia,,,,,2024,2024-07-01
Male,Hispanic,55-64,Cook,Person,Vienna,,,,,2024,2024-04-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2024,2024-10-01
Male,Black,30-34,Will,Drug,Stateville,,,,,2024,2024-02-01
Female,White,30-34,Logan,Person,Logan,,,,,2024,2024-06-01
Male,Hispanic,55-64,Whiteside,Public Order,Vandalia,,,,,2024,2024-03-01
Male,Black,25-29,Cook,Drug,Stateville,,,,,2024,2024-01-01
Male,White,20-24,Cook,Public Order,Other,,,,,2024,2024-02-01
Male,Black,20-24,Cook,Property,Stateville,432.0,,,,2023,2023-12-01
Male,White,35-44,Vermilion,Property,Sheridan,1105.0,,1239.0,,2019,2019-11-01
Male,White,35-44,Edgar,Person,Danville,,,370.0,,2019,2019-10-01
Male,Black,25-29,St. Clair,Property,Vandalia,,,336.0,,2020,2020-02-01
Male,Black,25-29,St. Clair,Person,Pinckneyville,,,2375.0,,2019,2019-06-01
Male,White,25-29,Cook,Property,Shawnee,,,761.0,,2019,2019-02-01
Male,Black,45-54,Cook,Property,Stateville,336.0,,,,2019,2019-03-01
Male,White,25-29,Christian,Drug,Pinckneyville,1453.0,,,,2019,2019-10-01
Male,Black,25-29,Cook,Property,Shawnee,1078.0,,413.0,,2019,2019-04-01
Male,Black,25-29,Cook,Property,Pinckneyville,997.0,,,,2019,2019-08-01
Male,Black,25-29,Cook,Property,Stateville,2094.0,,2217.0,,2018,2018-05-01
Female,White,30-34,Winnebago,Property,Logan,,140.0,,,2018,2018-01-01
Male,Black,35-44,Pulaski,Public Order,Shawnee,,123.0,,,2019,2019-10-01
Male,Hispanic,30-34,Cook,Public Order,Stateville,813.0,,,,2019,2019-08-01
Male,Hispanic,25-29,Cook,Property,Stateville,2009.0,,,,2019,2019-01-01
Male,Black,25-29,Kankakee,Public Order,Robinson,,,976.0,,2019,2019-02-01
Male,Black,30-34,Cook,Person,Stateville,1483.0,,,,2018,2018-08-01
Male,White,30-34,Cook,Person,Stateville,604.0,,,,2023,2023-08-01
Male,Black,25-29,Cook,Property,Stateville,943.0,,,,2019,2019-09-01
Male,Black,25-29,Cook,Person,Stateville,1008.0,,158.0,,2019,2019-09-01
Male,Black,35-44,Montgomery,Public Order,Vandalia,,,,,2023,2023-07-01
Male,Black,35-44,Cook,Public Order,East Moline,,,,,2023,2023-08-01
Male,Black,35-44,Lake,Property,Stateville,,,,,2023,2023-11-01
Male,Black,35-44,Cook,Public Order,Illinois River,,,,,2023,2023-11-01
Male,White,25-29,Adams,Person,Taylorville,,,,,2023,2023-10-01
Male,Black,30-34,Cook,Person,Danville,,,,,2023,2023-10-01
Male,White,30-34,McLean,Public Order,Lincoln,,,,,2023,2023-11-01
Male,Black,25-29,Saline,Public Order,Lincoln,,,,,2023,2023-09-01
Male,Black,45-54,Cook,Drug,Stateville,,,,,2023,2023-09-01
Male,Black,55-64,Cook,Property,Graham,,,,,2020,2020-01-01
Male,White,35-44,Cook,Drug,Stateville,,,,,2020,2020-03-01
Male,White,25-29,Macoupin,Public Order,Vandalia,,,,,2019,2019-11-01
Male,White,20-24,Winnebago,Person,Vandalia,,,,,2020,2020-01-01
Male,Hispanic,45-54,DuPage,Property,Pontiac,,,,,2019,2019-11-01
Male,Hispanic,18-19,Cook,Public Order,Western Illinois,,,,,2019,2019-11-01
Female,White,35-44,Macoupin,Drug,Decatur,,,,,2020,2020-04-01
Male,Hispanic,35-44,Winnebago,Drug,Western Illinois,,,,,2019,2019-10-01
Male,Black,35-44,Cook,Person,Stateville,,,,,2019,2019-10-01
Male,Hispanic,20-24,Cook,Public Order,Shawnee,,,,,2019,2019-07-01
Male,White,45-54,Cook,Drug,Lincoln,,,,,2019,2019-11-01
Male,Hispanic,35-44,Will,Drug,Danville,,,,,2019,2019-10-01
Male,Black,25-29,McLean,Person,Hill,,,,,2019,2019-03-01
Male,Black,30-34,Vermilion,Public Order,Vandalia,,,,,2019,2019-04-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2019,2019-02-01
Male,White,25-29,St. Clair,Public Order,Peoria ATC,,,,,2019,2019-12-01
Male,White,30-34,Randolph,Drug,Graham,,,,,2018,2018-01-01
Male,Black,35-44,Cook,Person,Sheridan,,,,,2018,2018-04-01
Male,White,45-54,Cook,Public Order,Sheridan,,,,,2018,2018-08-01
Male,Black,65-74,Cook,Person,Stateville,,,,,2018,2018-12-01
Male,Black,30-34,Cook,Drug,Illinois River,,,,,2018,2018-03-01
Female,White,35-44,LaSalle,Drug,Decatur,,,,,2018,2018-07-01
Male,Hispanic,20-24,Kane,Public Order,Sheridan,,,,,2018,2018-12-01
Male,Bi-Racial,20-24,Franklin,Person,Menard,,,323.0,,2021,2021-10-01
Male,Black,35-44,Sangamon,Person,Vandalia,1318.0,,1662.0,,2021,2021-03-01
Male,White,20-24,Saline,Property,Graham,592.0,,239.0,,2020,2020-07-01
Male,Black,30-34,Morgan,Drug,East Moline,,,844.0,,2020,2020-07-01
Male,White,30-34,Tazewell,Property,Sheridan,1257.0,,317.0,,2020,2020-12-01
Male,Black,35-44,Cook,Person,Dixon,386.0,,,,2020,2020-04-01
Male,Black,20-24,Cook,Public Order,Vandalia,,,124.0,,2020,2020-06-01
Male,Black,30-34,Cook,Public Order,Shawnee,,,366.0,,2020,2020-04-01
Male,Hispanic,45-54,Cook,Person,Stateville,,,854.0,,2021,2021-04-01
Male,White,35-44,Bond,Drug,Graham,600.0,,,,2021,2021-04-01
Male,American Indian,25-29,Will,Property,Pinckneyville,,,311.0,,2024,2024-11-01
Male,Other,20-24,Cook,Public Order,Stateville,138.0,,,,2021,2021-12-01
Male,Black,45-54,Cook,Drug,Stateville,734.0,,,,2021,2021-03-01
Male,White,25-29,Champaign,Drug,Stateville,132.0,,,,2020,2020-03-01
Male,Hispanic,20-24,McHenry,Public Order,Other,,,,,2018,2018-12-01
Male,Hispanic,45-54,Lake,Property,Vandalia,,,,,2018,2018-08-01
Male,Hispanic,25-29,DuPage,Drug,Stateville,,,,,2018,2018-09-01
Male,White,45-54,Vermilion,Drug,Kewanee Reentry Center,,,,,2021,2021-07-01
Male,Black,45-54,Rock Island,Drug,Crossroads Male ATC,,,,,2021,2021-10-01
Male,Black,45-54,Cook,Person,Lincoln,,,,,2021,2021-10-01
Male,Black,55-64,Cook,Drug,Stateville,,,,,2021,2021-08-01
Male,Hispanic,35-44,Cook,Person,Pinckneyville,,,,,2021,2021-09-01
Male,Hispanic,35-44,Cook,Person,Lincoln,,,,,2021,2021-06-01
Male,White,35-44,Bureau,Person,Southwestern Illinois,,,,,2021,2021-05-01
Male,White,55-64,Will,Drug,Stateville,,,,,2021,2021-05-01
Male,Black,45-54,Cook,Public Order,Lincoln,,,,,2021,2021-02-01
Female,White,35-44,Mason,Person,Logan,,,,,2021,2021-05-01
Male,White,55-64,McLean,Person,Centralia,,,,,2021,2021-04-01
Male,Black,20-24,Cook,Property,East Moline,,,,,2021,2021-04-01
Female,White,35-44,Rock Island,Drug,Logan,,,,,2020,2020-12-01
Male,Black,45-54,Cook,Drug,Illinois River,,,,,2020,2020-01-01
Male,Hispanic,30-34,Cook,Person,Danville,,,,,2020,2020-04-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2020,2020-02-01
Male,Hispanic,55-64,Cook,Person,Danville,,,,,2020,2020-06-01
Male,Black,55-64,Vermilion,Property,Illinois River,,,,,2020,2020-03-01
Male,Black,35-44,Cook,Property,Hill,,,,,2020,2020-05-01
Male,Black,20-24,Winnebago,Person,Western Illinois,,,,,2020,2020-01-01
Male,Black,35-44,Cook,Public Order,Sheridan,,,,,2019,2019-11-01
Male,Black,45-54,Cook,Property,Stateville,,,,,2020,2020-05-01
Male,Black,35-44,Cook,Public Order,Illinois River,,,,,2025,2025-01-01
Male,Black,55-64,Livingston,Person,Hill,,,,,2025,2025-07-01
Male,Black,25-29,St. Clair,Public Order,Pinckneyville,,,,,2025,2025-08-01
Male,White,35-44,Madison,Drug,Graham,,,,,2025,2025-11-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2025,2025-09-01
Male,White,55-64,Adams,Drug,Vandalia,,,,,2025,2025-01-01
Male,Hispanic,35-44,Livingston,Person,Taylorville,,,,,2025,2025-12-01
Male,Black,25-29,Cook,Person,Vienna,,,,,2025,2025-10-01
Male,Hispanic,65-74,Boone,Drug,North Lawndale ATC,,,,,2024,2024-10-01
Male,Black,35-44,Cook,Public Order,Menard,,,,,2024,2024-12-01
Male,Black,25-29,Cook,Public Order,Vandalia,,,,,2024,2024-08-01
Male,Black,25-29,Cook,Public Order,Danville,,,,,2024,2024-10-01
Male,White,35-44,Madison,Person,Vandalia,,,,,2024,2024-07-01
Male,Black,35-44,Champaign,Public Order,Vandalia,,,,,2024,2024-11-01
Female,White,45-54,Adams,Drug,Decatur,,,,,2024,2024-11-01
Male,Black,45-54,Cook,Public Order,Vienna,,,,,2024,2024-04-01
Male,Black,30-34,Jackson,Person,Illinois River,,,,,2024,2024-04-01
Male,Black,30-34,St. Clair,Person,Graham,626.0,,2.0,,2024,2024-03-01
Male,Black,35-44,Cook,Person,Western Illinois,88.0,,,,2023,2023-10-01
Male,White,20-24,Cook,Person,Pinckneyville,,,221.0,,2023,2023-09-01
Male,Black,35-44,Cook,Person,East Moline,,,298.0,,2019,2019-11-01
Female,Black,20-24,Cook,Person,Logan,,,27.0,,2024,2024-04-01
Male,Black,30-34,Lake,Person,Vandalia,,,471.0,,2023,2023-08-01
Male,White,35-44,Cook,Person,Stateville,714.0,,,,2023,2023-11-01
Male,Black,25-29,Cook,Public Order,Crossroads Male ATC,,,62.0,,2023,2023-12-01
Male,Black,25-29,Cook,Person,Menard,,,96.0,,2024,2024-11-01
Male,White,35-44,Kane,Drug,Shawnee,,,12.0,,2024,2024-11-01
Male,Hispanic,35-44,Kane,Public Order,Stateville,,,76.0,,2024,2024-04-01
Male,Black,35-44,Cook,Person,Robinson,,,714.0,,2023,2023-11-01
Male,Black,20-24,Peoria,Drug,Shawnee,,,182.0,,2023,2023-12-01
Male,Black,30-34,Cook,Public Order,Stateville,,,218.0,,2024,2024-01-01
Female,Black,25-29,Cook,Property,Other,,,104.0,,2024,2024-03-01
Male,White,30-34,Cook,Person,Stateville,419.0,,,,2024,2024-06-01
Male,Black,35-44,Will,Person,Dixon,,,120.0,,2023,2023-09-01
Male,Black,25-29,DuPage,Public Order,Vandalia,707.0,,165.0,,2023,2023-09-01
Male,Other,20-24,Cook,Property,Stateville,329.0,,,,2023,2023-08-01
Male,Black,25-29,Cook,Property,Lincoln,592.0,,223.0,,2024,2024-01-01
Male,Black,30-34,Peoria,Public Order,Sheridan,220.0,,,,2023,2023-09-01
Male,Black,20-24,Cook,Public Order,Robinson,,,78.0,,2023,2023-07-01
Male,Black,18-19,Cook,Public Order,Other,,77.0,,,2024,2024-01-01
Male,White,45-54,Adams,Property,Dixon,,,420.0,,2023,2023-08-01
Male,Black,35-44,Champaign,Drug,Stateville,732.0,,,,2023,2023-09-01
Male,Black,25-29,Cook,Drug,Stateville,647.0,,,,2019,2019-11-01
Male,Black,20-24,Will,Person,Hill,330.0,,,,2024,2024-11-01
Male,Black,35-44,Cook,Drug,Other,40.0,,,,2023,2023-10-01
Male,White,25-29,Saline,Drug,Menard,,,173.0,,2024,2024-08-01
Male,White,30-34,Winnebago,Person,Shawnee,,,234.0,,2024,2024-08-01
Male,Black,25-29,Cook,Drug,Stateville,,,,,2024,2024-01-01
Male,Black,35-44,Cook,Person,Shawnee,,,,,2024,2024-05-01
Male,Black,35-44,Peoria,Public Order,Big Muddy River,,,,,2024,2024-04-01
Male,Black,55-64,Jersey,Public Order,Graham,,,,,2023,2023-11-01
Male,Black,45-54,Sangamon,Public Order,Vandalia,,,,,2023,2023-10-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2023,2023-12-01
Male,White,55-64,LaSalle,Person,Vienna,,,,,2023,2023-10-01
Male,Black,35-44,St. Clair,Person,Pinckneyville,,,,,2023,2023-12-01
Male,White,20-24,Woodford,Property,Sheridan,,,,,2023,2023-07-01
Male,Black,35-44,Boone,Drug,Menard,,,,,2023,2023-06-01
Male,Black,35-44,Peoria,Person,Taylorville,,,,,2023,2023-01-01
Male,Black,35-44,Cook,Person,Big Muddy River,,,,,2023,2023-04-01
Male,White,35-44,DuPage,Person,Taylorville,,,,,2023,2023-01-01
Male,Black,35-44,Peoria,Person,Pinckneyville,,,,,2019,2019-12-01
Male,Black,35-44,McLean,Drug,Sheridan,,,,,2019,2019-07-01
Female,Black,30-34,Lake,Property,Logan,,,,,2019,2019-08-01
Male,Black,25-29,Peoria,Public Order,Stateville,,,,,2024,2024-01-01
Male,White,35-44,DuPage,Drug,Lincoln,,,,,2024,2024-05-01
Male,Black,35-44,Peoria,Public Order,Dixon,,,,,2024,2024-06-01
Male,White,35-44,St. Clair,Public Order,Vandalia,,,,,2024,2024-04-01
Male,White,25-29,Woodford,Property,Peoria ATC,,,,,2024,2024-06-01
Male,Black,30-34,Cook,Public Order,Big Muddy River,,,,,2024,2024-01-01
Male,White,20-24,Cook,Public Order,Pontiac,,,,,2024,2024-02-01
Male,White,55-64,Peoria,Property,Graham,,,,,2024,2024-05-01
Male,Hispanic,45-54,Cook,Property,Stateville,,,,,2023,2023-09-01
Male,Black,55-64,Cook,Public Order,Other,,,,,2023,2023-09-01
Male,Black,25-29,Cook,Person,Peoria ATC,,,,,2023,2023-10-01
Male,Black,30-34,Kankakee,Public Order,Stateville,,,,,2023,2023-10-01
Female,Black,25-29,Cook,Drug,Decatur,,,,,2023,2023-12-01
Male,White,25-29,Boone,Person,Jacksonville,,,,,2023,2023-12-01
Male,Black,45-54,Cook,Drug,Jacksonville,,,,,2023,2023-01-01
Male,Black,45-54,St. Clair,Property,Shawnee,,,,,2023,2023-03-01
Male,White,35-44,St. Clair,Drug,Menard,,,,,2023,2023-04-01
Male,Black,30-34,Cook,Drug,Stateville,,,,,2023,2023-05-01
Male,Black,25-29,Cook,Public Order,Discharge,,,,,2023,2023-05-01
Male,Black,35-44,Cook,Person,Taylorville,,,,,2024,2024-12-01
Male,White,20-24,Rock Island,Public Order,Pinckneyville,,,,,2024,2024-07-01
Male,Hispanic,30-34,Cook,Public Order,Other,,,,,2024,2024-11-01
Male,Black,65-74,Cook,Public Order,Western Illinois,,,,,2024,2024-03-01
Male,Black,45-54,St. Clair,Property,Menard,,,,,2024,2024-04-01
Male,Black,35-44,Kankakee,Public Order,Sheridan,,,,,2024,2024-05-01
Male,White,30-34,Winnebago,Property,Robinson,,,,,2024,2024-04-01
Male,Black,35-44,Cook,Public Order,Vandalia,,,,,2024,2024-04-01
Male,White,20-24,Cook,Person,Other,,,,,2024,2024-04-01
Male,American Indian,25-29,Cook,Person,Other,,,,,2024,2024-04-01
Male,Black,35-44,Cook,Public Order,Other,,,,,2024,2024-05-01
Male,Black,35-44,Boone,Drug,Vandalia,,,,,2023,2023-07-01
Male,White,25-29,Macon,Property,Stateville,,,,,2023,2023-10-01
Female,White,35-44,Mercer,Drug,Logan,,,,,2023,2023-09-01
Male,Black,55-64,Cook,Drug,Jacksonville,,,,,2023,2023-07-01
Female,White,30-34,Clinton,Drug,Logan,,,,,2023,2023-11-01
Male,Hispanic,25-29,Cook,Public Order,Other,,,,,2023,2023-09-01
Male,Black,25-29,Cook,Person,Danville,,,800.0,,2023,2023-03-01
Male,Black,20-24,Cook,Property,Stateville,538.0,,181.0,,2022,2022-12-01
Male,Black,30-34,Cook,Public Order,Stateville,984.0,,,,2022,2022-01-01
Male,Black,35-44,Cook,Person,Pontiac,,,657.0,,2021,2021-08-01
Male,Black,35-44,Macon,Drug,Vandalia,,700.0,,,2021,2021-12-01
Male,White,30-34,Jackson,Person,Lincoln,,291.0,1601.0,,2021,2021-03-01
Male,Hispanic,35-44,DuPage,Property,Stateville,1592.0,,,,2021,2021-08-01
Male,Black,30-34,Cook,Public Order,East Moline,,,453.0,,2021,2021-03-01
Male,Black,35-44,Sangamon,Public Order,Vandalia,,,140.0,,2021,2021-02-01
Male,Hispanic,35-44,Cook,Public Order,Lawrence,,,547.0,,2020,2020-08-01
Male,Black,20-24,McLean,Person,Sheridan,,440.0,,,2020,2020-08-01
Female,White,30-34,Saline,Property,Logan,1093.0,,,,2020,2020-08-01
Male,White,30-34,Montgomery,Drug,Lincoln,,,236.0,,2020,2020-09-01
Male,Black,45-54,Cook,Drug,Lawndale ATC,748.0,,,,2020,2020-04-01
Male,White,30-34,Cook,Property,Crossroads Male ATC,1721.0,,,,2020,2020-01-01
Male,White,30-34,Monroe,Property,Centralia,,,271.0,,2022,2022-09-01
Male,White,20-24,Stephenson,Public Order,Lincoln,757.0,,,,2023,2023-06-01
Male,White,35-44,McHenry,Person,Big Muddy River,,,639.0,,2022,2022-01-01
Male,Bi-Racial,35-44,St. Clair,Public Order,Big Muddy River,,,43.0,,2022,2022-02-01
Male,Black,35-44,Kane,Person,Stateville,,,180.0,,2022,2022-02-01
Male,Black,25-29,Champaign,Public Order,Danville,364.0,,,,2021,2021-05-01
