month,exit_reason,discrsn,sex,race,age_group,county,crime_class,relinst,n
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Wabash,Public Order,Centralia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Warren,Property,Danville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,White,Drug,Big Muddy River,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,White,Public Order,Hill,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Whiteside,Drug,Menard,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Whiteside,Drug,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Whiteside,Person,Dixon,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Whiteside,Property,Western Illinois,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Will,Drug,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Will,Person,Centralia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Will,Person,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Person,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Person,Lincoln,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Person,Sheridan,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Person,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Person,Vandalia,2
2019-06-01,MSR: Standard release,Not Discharged,Male,White,35-44,Winnebago,Property,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Adams,Drug,Pinckneyville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Boone,Drug,Vienna,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Boone,Person,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Champaign,Drug,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Champaign,Public Order,Peoria ATC,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Clay,Public Order,Pinckneyville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Drug,Crossroads Male ATC,2
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Drug,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Person,Jacksonville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Person,Menard,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Property,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Property,Lincoln,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Cook,Property,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Crawford,Property,Graham,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,DuPage,Drug,Big Muddy River,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,DuPage,Drug,Crossroads Male ATC,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Hancock,Public Order,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Henry,Public Order,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Jasper,Person,Centralia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,LaSalle,Property,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,LaSalle,Public Order,Centralia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lake,Drug,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lake,Drug,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lawrence,Drug,Peoria ATC,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lee,Drug,Lincoln,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lee,Drug,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Lee,Person,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Macon,Public Order,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Madison,Person,Graham,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Madison,Property,Graham,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Madison,Property,Kewanee Reentry Center,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Mason,Person,Sheridan,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,McLean,Drug,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Mercer,Person,Dixon,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Montgomery,Property,Centralia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Peoria,Property,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Perry,Public Order,Menard,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Piatt,Property,Southwestern Illinois,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Sangamon,Person,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Tazewell,Drug,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Will,Property,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,45-54,Winnebago,Property,Lincoln,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Coles,Drug,East Moline,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Cook,Drug,Illinois River,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Cook,Drug,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Cook,Drug,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Cook,Public Order,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Douglas,Public Order,Lincoln,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,DuPage,Public Order,Shawnee,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Edwards,Person,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Jersey,Drug,Jacksonville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Kankakee,Public Order,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,LaSalle,Drug,Stateville,2
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,LaSalle,Public Order,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Lake,Drug,Graham,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Lake,Person,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Lake,Property,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Madison,Drug,Big Muddy River,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Madison,Person,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,McHenry,Property,Lawndale ATC,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,McLean,Person,Jacksonville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,McLean,Person,Robinson,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Montgomery,Drug,Peoria ATC,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Randolph,Property,Taylorville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Tazewell,Drug,Southwestern Illinois,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Tazewell,Property,Dixon,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Union,Property,Menard,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Vermilion,Drug,Graham,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Wabash,Drug,Vandalia,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Will,Person,Vienna,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,55-64,Winnebago,Person,Stateville,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,65-74,DuPage,Person,Big Muddy River,1
2019-06-01,MSR: Standard release,Not Discharged,Male,White,65-74,Knox,Person,Taylorville,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,Black,55-64,Cook,Person,Stateville,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,Black,55-64,St. Clair,Person,Menard,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,Black,65-74,Cook,Person,Menard,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,Hispanic,45-54,Cook,Person,Graham,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,White,45-54,Lee,Property,Hill,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,White,55-64,McLean,Person,Graham,1
2019-06-01,Pending Death Certificate Receipt,Pending Death Certificate Receipt,Male,White,55-64,St. Clair,Person,Dixon,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,Black,20-24,Peoria,Person,Menard,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,Black,25-29,Cook,Public Order,Danville,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,Black,30-34,Cook,Person,Stateville,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,Black,35-44,Cook,Person,Discharge,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,Hispanic,25-29,Cook,Person,Discharge,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,White,45-54,Cook,Person,Dixon,1
2019-06-01,Reversal and Remand,Reversal and Remand,Male,White,45-54,Peoria,Person,Discharge,1
2019-07-01,Court Order,Court Order,Male,Black,35-44,Rock Island,Drug,Discharge,1
2019-07-01,Court Order,Court Order,Male,White,65-74,Wayne,Public Order,Big Muddy River,1
2019-07-01,Death,Death,Male,Black,55-64,Cook,Person,Taylorville,1
2019-07-01,Death,Death,Male,Hispanic,45-54,Cook,Person,Pinckneyville,1
2019-07-01,Death,Death,Male,White,55-64,Kendall,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,American Indian,35-44,Winnebago,Person,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,Black,30-34,Cook,Drug,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,Black,35-44,Cook,Drug,Logan,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,Black,45-54,Cook,Drug,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,Black,55-64,Winnebago,Person,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Cook,Drug,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Logan,Drug,Decatur,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,30-34,Franklin,Property,Decatur,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Champaign,Property,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Monroe,Drug,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Montgomery,Drug,Logan,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,American Indian,45-54,Champaign,Property,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Drug,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Shawnee,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Stateville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Property,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Property,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Stateville,11
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Vandalia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,St. Clair,Property,Pinckneyville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Will,Property,Discharge,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Will,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Discharge,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Pinckneyville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Stateville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Stateville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Public Order,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Public Order,Pinckneyville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Public Order,Stateville,4
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,DeKalb,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,DeKalb,Person,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Jackson,Person,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Lake,Drug,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Macon,Public Order,Vienna,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Marion,Person,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,McLean,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,McLean,Person,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,McLean,Public Order,Hill,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Sangamon,Property,Graham,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Sangamon,Public Order,Jacksonville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,St. Clair,Drug,Menard,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,St. Clair,Property,Menard,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,St. Clair,Property,Vandalia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Vermilion,Property,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Vermilion,Public Order,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Will,Public Order,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Williamson,Public Order,Vienna,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Winnebago,Property,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Champaign,Public Order,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Property,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Property,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Jacksonville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Pontiac,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Stateville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,DuPage,Drug,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,DuPage,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Lake,Person,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Livingston,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Madison,Property,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,McLean,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Peoria,Drug,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Peoria,Person,Lawrence,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Peoria,Public Order,Vienna,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Winnebago,Person,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Winnebago,Public Order,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Stateville,5
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Danville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Property,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Lawrence,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Kankakee,Person,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Kendall,Property,Menard,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Macon,Person,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,McLean,Drug,Pontiac,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,McLean,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,St. Clair,Person,Big Muddy River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,St. Clair,Property,Big Muddy River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Stephenson,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Tazewell,Person,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Person,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Person,Jacksonville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Property,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Public Order,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Champaign,Property,Menard,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,East Moline,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,Jacksonville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,Pinckneyville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,Pontiac,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,East Moline,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Illinois River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Stateville,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Dixon,2
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Hill,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Vandalia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,DuPage,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,LaSalle,Person,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Peoria,Property,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Will,Person,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Winnebago,Person,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Person,Pinckneyville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Person,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Stateville,3
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Western Illinois,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Pontiac,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Will,Public Order,Pinckneyville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Winnebago,Person,Lincoln,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Winnebago,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,65-74,Cook,Drug,Lawrence,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Black,65-74,McLean,Property,Graham,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,20-24,Kane,Person,East Moline,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,20-24,Lake,Property,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Drug,Discharge,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Person,Hill,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Person,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Public Order,Pontiac,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Kane,Drug,Centralia,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Drug,Danville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Drug,Discharge,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Public Order,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Randolph,Person,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,St. Clair,Property,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Property,Shawnee,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Kendall,Public Order,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,McHenry,Drug,Big Muddy River,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Property,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Public Order,Robinson,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,St. Clair,Drug,Graham,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,55-64,Cook,Drug,Stateville,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Bureau,Property,Dixon,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Jefferson,Property,Menard,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Marion,Property,Graham,1
2019-07-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,McHenry,Property,East Moline,1
