month,exit_reason,discrsn,sex,race,age_group,county,crime_class,relinst,n
2014-01-01,Court Order,Court Order,Male,Black,25-29,Cook,Person,Stateville CC,1
2014-01-01,Court Order,Court Order,Male,Black,35-44,Cook,Person,Menard CC,1
2014-01-01,Court Order,Court Order,Male,Black,35-44,Cook,Public Order,Sheridan CC,1
2014-01-01,Death,Death,Male,Black,45-54,Cook,Property,Lincoln CC,1
2014-01-01,Death,Death,Male,Black,65-74,Cook,Person,Pinckneyville CC,1
2014-01-01,Death,Death,Male,White,30-34,Winnebago,Property,Electronic Det Unit,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,20-24,Cook,Drug,Logan CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,25-29,Cook,Drug,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,25-29,Cook,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,30-34,Cook,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,30-34,Peoria,Public Order,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Black,35-44,Cook,Public Order,Decatur CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,Hispanic,35-44,Cook,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,20-24,Bureau,Drug,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,20-24,Clinton,Property,Decatur CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Jefferson,Person,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Lawrence,Drug,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Madison,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,25-29,Sangamon,Person,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,30-34,Boone,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,30-34,Cook,Person,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,30-34,Peoria,Public Order,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Johnson,Property,Decatur CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Kankakee,Property,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Female,White,35-44,Will,Drug,Logan CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,American Indian,30-34,Rock Island,Property,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,18-19,Cook,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,18-19,Cook,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,18-19,Cook,Public Order,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,18-19,Peoria,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Drug,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Drug,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Drug,Shawnee CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Drug,Stateville CC,7
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Other custody,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Person,Stateville CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Property,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Property,Stateville CC,4
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Property,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Stateville CC,6
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Cook,Public Order,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,DeKalb,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,DuPage,Drug,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Kane,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Kendall,Property,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Lake,Public Order,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Macon,Property,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Madison,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,McDonough,Person,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Peoria,Property,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Peoria,Property,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Sangamon,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Vermilion,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,20-24,Will,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Alexander,Property,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Coles,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Drug,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Drug,Stateville CC,4
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Person,Stateville CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Pinckneyville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Stateville CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Property,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Cook,Public Order,Stateville CC,9
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Kane,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Knox,Person,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Lake,Person,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Madison,Person,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Madison,Public Order,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,McHenry,Person,Jacksonville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,McLean,Drug,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Peoria,Drug,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Peoria,Drug,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,St. Clair,Person,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Stephenson,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Vermilion,Public Order,Jacksonville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Whiteside,Public Order,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Will,Property,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Winnebago,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Winnebago,Person,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,25-29,Winnebago,Public Order,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Champaign,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Drug,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Property,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Dixon CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Cook,Public Order,Stateville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Jackson,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Kankakee,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Kankakee,Public Order,Lincoln CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Lake,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Lake,Person,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Macon,Person,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Madison,Drug,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Sangamon,Public Order,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Vermilion,Public Order,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Will,Public Order,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,30-34,Winnebago,Drug,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Champaign,Drug,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Champaign,Public Order,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Champaign,Public Order,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Centralia CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Lincoln CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Pinckneyville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Drug,Stateville CC,4
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Hill CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Person,Stateville CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Property,Pinckneyville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Property,Stateville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Cook,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Jefferson,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Macon,Drug,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Macon,Drug,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Macon,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Madison,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Madison,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Madison,Property,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Marion,Property,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,McLean,Drug,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,McLean,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Peoria,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Sangamon,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,St. Clair,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,St. Clair,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Vermilion,Person,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Drug,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,35-44,Will,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cass,Drug,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Person,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Property,Stateville CC,3
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Dixon CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Jacksonville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Cook,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Jackson,Property,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Kane,Person,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Kane,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Lake,Drug,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Macon,Person,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Peoria,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,St. Clair,Drug,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,St. Clair,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Stephenson,Drug,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Will,Person,East Moline CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Will,Public Order,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Winnebago,Person,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Winnebago,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,45-54,Winnebago,Person,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Drug,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Person,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Person,Taylorville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Person,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Cook,Public Order,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Kane,Public Order,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,55-64,Will,Public Order,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Black,65-74,Will,Public Order,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,20-24,Cook,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,20-24,Cook,Person,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,20-24,Effingham,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Person,Stateville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Property,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Cook,Public Order,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,25-29,Peoria,Drug,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Drug,Stateville CC,2
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Property,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Property,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Property,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Public Order,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Public Order,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Cook,Public Order,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Knox,Drug,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,Lake,Person,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,McHenry,Drug,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,30-34,McLean,Public Order,Hill CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Person,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Person,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Property,Western Illinois CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Public Order,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,Cook,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,35-44,DeKalb,Public Order,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Drug,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Person,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Person,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Person,Stateville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Property,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Cook,Public Order,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Kane,Person,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Livingston,Person,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,Hispanic,45-54,Madison,Public Order,Robinson CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,18-19,Ford,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,18-19,Franklin,Property,Shawnee CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,18-19,Kane,Public Order,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Cook,Drug,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Cook,Person,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Cook,Public Order,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Edgar,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Effingham,Property,Danville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Jefferson,Drug,Menard CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Kendall,Property,Dixon CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Knox,Property,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,LaSalle,Public Order,Illinois River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Macon,Public Order,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,McLean,Property,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Moultrie,Property,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Perry,Drug,Centralia CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Putnam,Property,Pontiac CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Saline,Property,Big Muddy River CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Tazewell,Property,Lawrence CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Wabash,Drug,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,20-24,Whiteside,Property,Pinckneyville CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,25-29,Christian,Public Order,Graham CC,1
2014-01-01,Expiration of Sentence,Expiration of Sentence,Male,White,25-29,Coles,Property,Graham CC,1
